,passage,questions,answers
213,"Black Ink Crew: Chicago is an American reality television series that debuted on October 26, 2015 and airs on VH1. It chronicles the daily operations and staff drama at an African American-owned and operated tattoo shop in Chicago called 9MAG. 
"," Does Black Ink Crew: Chicago air on MTV?
", False
214,"A quadripoint is a point on the Earth that touches four distinct territories. There are only two true quadripoints: Four Corners in the United States and La Quotidienne, between Saint-Martin and Sint Maarten.
"," 
Does every territory have at least one border touching another territory?
", False
215,"The crane fly is a large insect that superficially resembles a mosquito. The head and thorax are dark brown or black, while the abdomen may be either light or dark. Adults have one pair of very long legs which dangle below their bodies when at rest, earning them the nickname ""daddy longlegs"". Their wingspan can range from 1-6 cm (0.4-2 in), making them some of the largest flies in existence by size comparison. 
"," Do Crane Flies have more than 4 legs?
", False
216,"
Eminent domain is the power of a government or other entity to take private property for public use. The Fifth Amendment to the U.S. Constitution allows governments to do this, but only if they pay just compensation to the owner of the property. 
"," can eminent domain be used for any reason? 
", False
217,"The Tasman Sea is a marginal sea of the South Pacific Ocean, situated between Australia and New Zealand. It extends 2,000 kilometres (1,200 mi) east from Cape Reinga, the northern tip of the North Island of New Zealand, to Tasmania in Australia. The sea was named after Dutch explorer Abel Janszoon Tasman on his 1642 expedition into it. 
"," Is Tasmania located in Australia? 
", True
218,"Mary-Kate Olsen (born June 13, 1986) is an American fashion designer, actress and businesswoman. She began her acting career one year after her birth, sharing the role of Michelle Tanner with her twin sister Ashley Olsen in the television sitcom Full House (1987–1995). They also played a dual role as Jancy Englund in It Takes Two (1995), Switching Goals (1999) and So Little Time(2001).[3] Mary-Kate has appeared on several talk shows including Live! with Kelly & Michael,[4] The Ellen DeGeneres Show[5] and Good Morning America.[6][7]
"," 
Are Mary Kate and Ashley twins? 
", True
219,"The On-to-Ottawa Trek was a political protest movement during the Great Depression in Canada. The main goal of the trek was to demand better conditions and housing for Canadian workers, many of whom were living in abject poverty at the time. 
"," Was the On-to-Ottawa Trek successful in achieving its goals?
", False
220,"Canarian Spanish (Spanish: español canario or lenguaje canario) is a variant of standard Spanish spoken in the Canary Islands by about 2.2 million people.[5] A distinctive dialect, it arose through contact with native Guanches and influences from North African Arabic during the medieval period. Canarian Spanish also shares some similarities with Andalusian and Murcian varieties of Ibero-Romance languages as well as Hiberno-English.
"," Is Canarian Spanish a distinct language? 
", False
221,"The Handmaid's Tale is a work of dystopian fiction by Canadian author Margaret Atwood, originally published in 1985. It is set in a near-future New England, in a totalitarian theocracy which has overthrown the United States government. The regime treats women as property of the state and are forced into sexual servitude as handmaids to bear children for elite families who suffer from declining births due to increasing infertility.
"," 
Is ""The Handmaid's Tale"" considered science fiction? 
"," 
Yes"
222,"Skunks have gained in popularity as pets in recent years. While they do make loyal and loving companions, it's important to remember that skunks are wild animals and require special care. 
"," Skunks can be kept as house pets?
", True
223,"The term ""study Bible"" can refer to two different types of Bible study tools. The first type is a reference work that helps the reader understand what the Bible says and what it means. It includes, for example, maps, charts, concordances, dictionaries, and commentary. The second type is a devotional bible with daily readings and reflections on specific passages designed to help the reader grow in their relationship with God
"," Is a study Bible only useful for people who want to learn more about Christianity? 
", False
224,"Adventure Time is an American animated television series created by Pendleton Ward for Cartoon Network. The ninth and final season of Adventure Time, an American animated television series created by Pendleton Ward, premiered on the Cartoon Network on April 21, 2017 and ended on September 3, 2018. 
"," Did Adventure Time end in 2018? 
", True
225,"Jurassic World is a 2015 American science fiction adventure film and the fourth installment of the Jurassic Park franchise. The film was directed by Colin Trevorrow, written by Rick Jaffa and Amanda Silver, and stars Chris Pratt, Bryce Dallas Howard, Vincent D'Onofrio, Ty Simpkins, Nick Robinson, Omar Sy,[7] BD Wong (the only actor from previous films to return for this one),[8][9] with Jake Johnson in an uncredited role.[10][11] 
"," Did Jake Johnson have a credited role?
", False
226,"There are more than 1500 volcanoes in Australia, most of which are found in Western Australia. The majority of these volcanoes are located in the Pilbara region and have formed within the past 30 million years.
"," 
Is there a volcano in every Australian state?
", False
227,"The Battle of the Alamo (February 23 – March 6, 1836) was a pivotal event in the Texas Revolution. Following a 13-day siege, Mexican troops under President General Antonio López de Santa Anna launched an assault on the Alamo Mission near San Antonio de Béxar (modern-day San Antonio), killing all of the Texian defenders. Santa Anna's cruelty during the battle inspired many Texans—both Texas settlers and adventurers from elsewhere—to join together against Mexican rule.
"," 
Did every single Texan die in battle?
"," 
True"
